"Ex1","Ex2","Ex3","Ex4"
1924,14811,1893,25579
1773,33070,1845,6388
2380,12811,1685,23571
1844,12560,1846,28387
1884,12806,2865,24345
1812,11500,1957,24666
1710,38722,1959,6651
1769,11293,2229,20451
2014,11835,1994,20255
1790,12146,2307,7636
2134,38310,1705,21934
2384,12399,1817,6592
1740,40189,1687,7223
1774,12384,1792,26881
1914,13698,1800,7775
1680,11223,2457,17176
1882,38654,2660,24790
1889,14774,2176,26591
1949,11062,1864,23381
1792,11564,2471,7798
1767,12057,1671,21831
1660,30083,1891,21450
1722,39353,2667,26773
2116,35636,1889,27776
1551,34043,1859,6893
1858,11871,1932,33643
1814,11988,1896,6676
1832,12008,1766,7640
2568,11419,1748,7375
2004,13020,1897,39539
1902,13575,2072,7229
1758,12191,2029,25227
1749,34319,2292,7482
1879,12042,1929,25953
1829,27541,1849,24021
1916,38424,1804,6178
1779,13496,1999,8437
1775,11197,2609,26296
1638,12557,1856,25321
1892,12082,1965,7046
1960,12693,1682,29195
1829,11956,2826,23459
1751,33755,2887,10375
1825,12391,1848,11321
1908,35500,1822,17680
1698,12810,2158,23501
1862,37879,1757,22289
1852,14890,2407,23808
2398,30772,1809,23235
1928,12791,1902,27619
2059,39135,2209,23990
1620,13385,1657,24291
1764,23999,1833,26795
1676,11913,1761,28354
2153,34750,1665,6851
1923,12449,1900,7209
2115,34394,2032,21988
2003,11518,1801,7591
1940,12508,2800,32598
1745,13819,1735,22041
2017,13981,1978,27726
1759,12681,1826,7466
1790,11247,1719,7665
1730,11980,2547,22931
1893,12921,2488,24140
2105,34745,2004,6713
2437,31583,2536,28937
2171,11116,1871,22982
1868,11758,1995,7192
1734,12991,1982,7249
1574,12718,2182,21726
1749,13148,1915,32879
2629,32422,1818,6564
1695,18088,2201,26415
1816,11819,1798,15863
1553,12725,2262,7316
1691,39273,1845,6888
1795,11385,1847,24477
1666,14757,2331,26683
1999,12377,1604,7351
1886,39295,2014,26852
1882,11860,1834,28349
1738,12838,2125,6698
1704,38886,1801,7095
2157,38853,2802,6483
1727,40918,1845,25065
1857,12806,2022,7449
1886,13093,1682,24556
1900,12854,2524,25366
1563,12088,1729,21628
1796,11720,1842,27260
2055,32085,1767,8202
1699,11948,1763,7778
1935,11769,2014,26065
2187,11598,1817,7801
1962,11934,1762,33194
1795,12342,1932,27015
1873,13772,2377,22820
1649,30012,1837,28724
1879,11609,1788,7706
1880,12123,1615,7494
1763,13373,2006,7786
1864,12304,1797,23892
2226,37884,2883,21600
1913,12196,2562,7125
1813,10891,2127,24041
1848,11692,2350,7811
2339,11897,1678,7047
1853,12230,1697,24244
1758,12171,1854,27138
1728,13052,1849,32085
1638,36748,1837,7397
1520,10569,2620,8039
1883,27621,1852,7363
1764,11826,1730,26405
1848,11823,2463,7741
2001,12566,2182,6436
1742,12726,2111,29413
2285,24360,1926,19258
2057,38907,2169,17667
1949,12355,1725,7740
2039,12781,1816,33326
1803,11877,2687,26658
1677,12614,2113,6835
1722,39110,1806,7357
1758,34056,1627,20658
1875,13461,1747,31022
1955,11573,1607,27739
1917,12756,1825,7573
2222,14790,2176,24113
2405,38341,1676,24488
1960,30331,2049,17607
1532,37488,2221,7224
2142,12928,2003,7427
1714,12252,1709,24221
1778,31027,2233,28126
1764,13204,1923,6990
1585,12031,1800,22473
2422,12494,2015,7751
1888,12291,1576,21487
2535,12126,1672,20906
1949,12193,1944,29392
1919,11289,1689,21404
1904,13255,1647,23304
2317,12229,1863,33655
1757,12730,1859,7293
2698,12816,1857,33406
2336,15407,2004,13115
1887,13634,1903,25672
1712,12331,2319,28922
1640,10915,1811,19174
2042,12054,2236,7498
2086,11836,2502,25195
2170,12235,1699,24940
1817,12028,2946,23821
1809,12275,2559,7456
2393,12561,1867,23286
2028,12859,1971,24533
2394,12279,1732,7288
1576,11508,2745,20878
1830,12180,1651,7291
1681,12524,1709,35097
1874,35489,1935,24243
2059,11390,1942,20516
2180,21331,2053,22169
1868,12284,2048,7126
1823,11871,2029,29174
1883,11638,1994,7721
1814,11948,1828,23508
1727,12184,1762,19765
1852,35344,1716,7792
1952,11481,1825,22885
1904,11984,2166,20822
2135,12120,1746,7608
1878,12236,1793,24408
1735,12285,2709,21304
1747,34598,1842,22439
1853,37183,2284,22510
1723,11868,1873,7400
1873,13292,2275,6874
1862,13025,1801,7252
1810,11804,1883,27272
5440,38846,1735,25400
1937,14758,2314,22878
1775,35296,1950,21626
2027,12171,2747,25309
1945,11350,1994,22437
1679,38193,1795,7301
1832,12636,2311,7108
1876,12283,1950,24628
1876,44505,2372,7409
2000,36556,1828,26390
1706,11854,1813,25044
1764,12345,1711,6853
2110,12293,1890,28976
1910,12343,1527,21131
1804,14158,1806,28289
2305,36982,1804,7775
1790,12113,1902,35069
1887,13004,1838,33869
2257,13462,1953,6448
1972,12528,1834,7551
1692,27186,2590,24903
1795,12218,2027,28573
1849,13155,2103,7581
1892,43399,1840,9589
1921,11615,1624,28561
1822,11965,2405,7440
1723,11844,1832,25373
1742,11583,1814,21763
1864,11655,1999,29107
1949,14095,1692,27410
1700,12769,1757,7584
1889,13002,1730,7228
1576,12245,1898,22612
2011,32597,1796,18803
1596,39803,1748,11971
1840,38111,1828,7252
1543,12526,1953,23585
2300,13408,1926,28305
1965,12177,2272,30742
1699,11921,1788,22582
1839,11227,2322,24512
1754,11336,2152,7359
1824,11000,1835,24385
2054,14335,1942,26940
1547,12532,2489,25181
1977,12720,2452,24479
1674,12529,1824,23728
1801,29068,2088,6793
1844,13489,2222,22864
2359,12024,1842,23342
2126,41932,1788,22445
1958,12429,2207,24524
2347,12118,2101,34045
1838,12928,2021,7244
1798,12090,1939,6766
1699,11693,2348,27847
1659,12059,2081,8099
2091,12433,2154,32810
1827,14730,1834,19661
1897,15370,1757,29880
1929,38929,1911,7626
2183,36434,1848,23132
2233,42258,2071,7553
1646,12476,2103,25768
1784,12848,1792,32746
1661,12213,1831,7292
1949,42644,1651,25187
2058,12351,2488,26755
1632,40526,1621,6912
1826,12079,2290,24676
2113,28473,2128,23793
1944,12711,1900,22887
1850,31966,2067,20841
1763,13671,1803,20529
1807,12254,2136,7132
1826,13601,2811,26821
1875,12780,1895,7505
1588,12361,1831,7521
2264,11445,1819,7610
1954,11999,1806,24011
1753,11873,1798,7610
1963,37039,2418,25000
2026,13173,1752,7662
1896,12911,1867,23289
1863,12777,1866,24150
1691,12091,1853,25637
1842,12358,1636,21986
25808,12584,1750,7756
1703,12182,1651,26865
2011,11794,1777,24163
1774,23453,2248,13177
2393,12540,1693,23498
1890,39446,1819,7403
1639,12301,2670,24655
1776,13400,1873,26145
1784,10825,1703,21779
2053,11544,2817,27104
1853,12775,1867,28713
1661,12161,2285,20853
2139,11321,2384,21161
1646,12506,1754,28115
2042,12541,1750,28905
1936,11720,2259,23656
2623,11699,1690,24043
1657,14365,1776,26620
1826,13328,2582,7689
1731,12849,1948,30564
2137,12954,1938,35917
1852,12302,2193,7449
1903,11208,1788,21366
1796,11151,1793,23252
2152,11597,1827,24206
1701,11838,2650,26692
1896,34871,2443,6042
2141,13233,2153,6501
1938,12044,1899,7705
1436,36384,1984,18557
1775,12424,2255,29274
1742,13537,1634,29177
1889,38071,1823,24049
1846,12089,2078,20419
1943,11033,1826,25843
1723,11078,1729,19861
1699,11707,2611,17237
2032,12552,1615,27120
1851,12209,3487,31087
1735,13814,1948,24298
1822,38922,1977,23210
1810,41314,1767,7809
1826,12024,1773,25787
1889,14474,1822,23506
2021,11864,2477,24555
2071,11649,2418,7818
1732,11719,1770,7436
1815,11357,1777,7842
1823,12639,2491,7688
1747,15833,2488,26787
2030,12862,1725,6302
1776,13396,2274,7041
1737,12850,2036,8177
1713,11072,1894,22235
1620,12460,1716,29738
1816,13313,2032,23845
1880,12710,2036,7517
2153,11773,1902,22096
2089,12526,2176,7470
1684,36980,1831,21095
1749,34348,1784,20912
1839,12219,2136,18077
1800,13672,1810,17636
1734,11918,1928,22155
1732,12469,1616,27784
1874,12173,1870,21697
1780,12521,1945,28620
2265,11903,1982,24415
1621,13030,1683,7494
1811,13006,2347,6818
1789,13282,1860,19362
1777,11929,1721,24168
1668,13072,2504,22585
1968,12042,1965,27499
1933,12058,1814,25661
1999,39405,2650,23747
2339,29662,2036,7324
1614,11306,1862,27031
2240,11938,2126,34203
1617,11919,1736,7274
1650,11443,1924,21369
2085,33045,2091,19388
1765,12495,1936,17473
1664,12388,2620,25069
1835,13111,2125,26571
1848,13425,1907,7603
1660,11818,1800,24153
2059,12088,2372,19591
1621,14933,1877,28902
1961,12361,1849,7437
1879,13141,2054,30830
1877,13322,1712,18318
2070,11917,1743,24321
1679,12482,1835,36731
1880,13158,2648,21248
2433,13052,1956,9241
1970,13093,1907,26355
1953,12271,1996,25157
1767,11672,2118,20217
1641,12148,2646,7375
2120,12591,1731,7532
1885,13353,2656,7738
2265,14138,1807,25273
1851,12732,1837,19460
1967,12090,1773,21486
1926,13117,1738,25034
1918,10827,1854,20983
1625,13345,1806,28252
2216,12624,2524,27044
2025,13207,2283,31994
1745,12503,2156,33930
1790,11836,1851,34686
1973,21766,2046,6265
1982,38483,1884,11882
1750,11607,1816,7407
1753,12925,1974,20244
1751,12305,1677,29139
1932,12479,1887,27088
1626,12215,1673,35661
1913,13736,2191,22419
1939,13873,1570,8488
2281,12495,2338,25224
1708,12040,1733,25100
1907,13266,2070,25677
2112,12443,1933,33322
2116,12019,2506,31293
1782,11087,1842,23506
1832,41395,1845,7661
1673,12563,1855,6771
1670,39256,2243,24586
1958,15356,24948,28933
2234,13047,1928,28967
1799,12390,1867,7922
1432,40794,1838,24938
1667,12445,1789,7366
1960,11865,2917,26145
1861,12548,2011,7083
1714,12690,2136,32060
1879,13034,1900,26704
2219,12909,1868,33727
1680,12385,2045,19452
1882,28098,1985,7008
1797,12583,2217,25650
2105,12540,1843,7203
1687,37946,1837,22049
1792,11479,1883,23719
1882,12673,1914,23018
1727,12557,1760,26216
1952,12377,2087,6957
2281,12808,1782,29855
1652,13460,1906,23460
1754,32330,1815,18767
1922,15408,2150,23881
1770,13437,1966,22910
1913,13661,2422,7127
1729,11110,1906,18042
1871,12049,1709,6582
2087,14334,1845,26081
2496,12178,1805,7283
1797,12018,2083,24088
1667,12464,1912,7429
1778,32510,1748,8016
2062,12984,1750,8352
2161,13232,1942,6664
2580,12957,2460,33243
1992,12069,1880,7498
1796,13174,1904,22817
1831,14133,2122,8225
1587,11832,2189,25338
1887,12216,2615,7380
1726,13000,1654,7683
1814,22770,2363,7295
1866,11512,1558,25009
2062,11420,2320,7726
1634,11503,1839,25876
1746,11978,2109,26074
2291,12522,2638,7620
2506,40447,1848,7643
1835,38072,2567,25011
1865,15135,1955,29339
1778,12257,2695,6522
1722,26937,2719,20481
1536,12502,3226,19079
1615,12297,1819,34619
2056,12952,1728,7442
1584,11707,1775,25721
2636,12116,2489,8437
1686,11732,1782,7172
1837,12812,1652,34274
1794,11173,1894,7378
1825,13097,1722,35916
1687,13713,1740,32974
2125,12777,1846,6455
2150,12958,1688,35143
1980,34311,1794,22102
2114,15346,2225,27698
1682,13390,1806,25162
2162,30383,1794,18557
1651,35759,1882,23689
1731,13189,2257,7835
2080,11831,1969,22672
2038,11643,1782,24792
1847,11014,1930,28376
2121,12117,1764,7569
1976,39542,1876,20741
1725,12795,1962,34367
1609,13578,1924,7302
1831,30467,1795,7351
1605,40350,1851,25186
1649,12045,2673,31732
1605,12248,1878,23501
1861,11807,2124,8181
1891,14128,2147,19136
1706,13003,1753,7815
1810,35306,1946,27020
1697,13630,1848,30986
1843,11582,1881,22562
1673,12909,1822,19013
1722,12012,2028,33831
1991,11353,1785,24055
1820,16409,2446,7080
2005,12268,1797,25444
1889,12271,1898,7691
1761,11732,1933,21962
1974,12808,1992,24458
1474,13099,2720,27257
1762,12102,1926,7660
2089,37991,1823,19916
2687,12074,1919,26334
2120,11622,1656,23183
2065,13367,1719,7271
2458,13442,1811,27097
1928,13437,2531,6584
1621,11953,1791,7190
1673,12179,2569,7521
1823,12361,1952,7341
1845,11574,1766,26375
1869,12008,1801,28658
2000,11652,2670,7120
1733,12305,1631,7026
1733,11650,2311,23773
1728,12961,1983,7828
1752,12297,1778,22523
1731,11783,2006,7412
1820,40730,2633,30444
1884,14200,1871,11415
1658,34620,1817,28890
1864,35254,1746,7464
1835,11592,1753,21188
1736,12064,1925,21955
1943,12420,1995,21708
1721,23786,2689,7379
1831,29933,1880,19901
1682,23826,1724,22277
1698,12369,1719,25404
2513,34974,2201,7253
1841,13260,2604,32761
1782,12912,1628,23649
1883,12678,2127,25428
1569,21730,1922,24996
2040,13022,1619,22057
1959,13461,1804,6924
1683,14789,1839,25179
1741,31242,1767,22566
1721,13155,2376,10404
1745,21799,1997,18105
1785,13134,1678,7419
1751,12356,2202,28446
2025,12417,2041,22965
1695,39970,1773,7016
1774,12282,1864,30181
2134,10343,1802,23456
2067,26871,1828,19092
2087,12807,1728,24783
1778,13589,2315,7290
1768,12726,1777,24639
1881,29812,2672,19639
1980,13137,1758,25651
1519,12006,1869,20484
2256,13002,2090,6383
1873,13083,1793,6825
1624,12694,1926,26428
2073,12417,1686,25078
1809,11591,2084,26835
1713,32667,1882,20393
1765,11890,1709,29752
1737,12438,1789,20048
1742,36735,1922,7919
1788,14350,1763,25572
1879,12854,2368,7459
1979,12354,2512,25391
1673,12565,2332,7397
1733,13053,1665,19160
1617,12257,2405,7622
1889,12796,1897,21525
2023,14453,2217,24858
2020,14087,1719,7855
2113,43836,1699,7811
1836,11953,2111,23819
1708,11549,1902,26857
1773,13345,2209,7559
1956,12912,1890,7228
1859,14237,2368,7788
1866,12892,1837,26304
1611,13712,1832,7519
1973,40823,2521,7142
2145,11778,1794,25947
1628,10878,1766,25953
1782,39327,1683,26211
2084,11579,2093,25969
1899,31841,1897,24879
1697,12461,2118,26084
1867,42503,2215,7380
1811,37080,2141,22183
2084,13656,1861,32060
1945,33865,2563,18232
2425,13203,2693,23633
1876,14067,1842,32287
2283,12300,3114,22152
1618,12717,1905,7317
1999,11569,1943,27924
1660,41952,1882,8570
1770,12511,1632,28113
1788,11436,2516,21363
1786,12114,2322,25672
1911,12327,1982,25389
1931,11832,1674,21827
1809,12543,1912,6598
1685,12292,2063,7718
1790,12120,1871,24321
1912,12955,1597,23861
2339,34662,1703,25274
2073,12706,1747,7670
2288,38151,2628,19753
1729,12652,2599,34713
1813,41393,2157,21313
1853,38776,1891,22793
1865,12260,2152,21403
1814,12428,2185,11481
1811,12548,1671,34097
1752,13027,1942,29999
2004,14231,2183,20522
1833,14397,2083,20240
1686,37388,1959,7105
2183,12307,2019,24657
1596,13253,1729,23922
1757,12558,2056,15822
2380,12825,1881,21621
2241,12787,1891,24392
1713,40912,1951,22745
1813,11871,2060,23369
1788,11833,2098,28046
1666,37851,1955,21885
2015,12497,2153,26492
2213,15169,2031,7575
2334,11912,1767,29151
2061,11309,1799,22159
1700,11467,1683,25163
1780,10897,1860,7427
1686,13173,1746,23171
1983,11870,1702,24605
1677,12591,2366,8373
1806,13586,1942,32321
2291,37587,1624,7408
2153,14563,2556,8318
2005,34414,2278,12112
1883,15679,1874,23968
1791,12408,2659,23670
1591,12424,1995,24025
1808,12725,1807,22498
1866,12619,1858,19311
1976,12587,1939,30290
1854,11742,1762,24949
1728,11876,1872,7863
1857,12305,2915,24304
1799,11366,1818,7415
2109,15662,1881,25525
2436,12027,2262,31691
2171,39321,2593,21791
1730,12645,1650,22789
1712,11752,2484,22975
1875,12505,1827,27302
2099,14354,3296,22371
2455,12567,1916,22003
1785,13502,1814,20803
1831,12719,1871,15759
1914,12144,1910,22873
1381,13739,1811,7923
1822,12820,1946,31361
2419,12524,2035,7428
2032,12926,1752,30416
1760,12868,1841,22080
1935,39872,1719,23604
1784,13879,2292,22351
1777,12578,1784,26867
1894,38943,2918,25864
2282,36551,1841,6708
1829,11144,1721,26292
1909,12633,2784,7656
1769,12026,1825,7830
1557,38250,1682,29597
1869,11287,1824,25783
1839,13106,3300,19370
1534,14723,2788,27388
1902,16121,1664,24030
2122,11774,1734,29961
1807,12037,2017,7901
1957,12887,1762,35916
1910,11796,1842,7525
1903,11934,2415,22804
2015,12960,2285,7878
1908,23331,1887,26143
1833,12282,1862,23920
2177,37255,2188,7253
1826,12785,2084,20887
1874,23526,2233,21311
1869,12589,2649,7331
2003,14411,1906,8171
2001,11518,1862,20223
2085,12393,1773,7463
1898,31961,2057,21399
2003,11887,2582,25124
1409,25048,2049,7109
1802,12494,1848,25072
1850,11693,1920,7017
1951,35676,1763,24432
1726,13250,1797,7804
1846,12061,2402,20548
1996,29853,1701,25148
2012,12123,1930,31266
1788,13096,2800,26298
1794,13081,1847,23546
2303,36748,2044,22766
1825,32622,1731,7363
1923,33394,2209,23275
1867,12947,2772,27722
1885,12053,1969,26039
2350,11813,2140,29471
1874,37660,1929,25544
2213,13815,1694,7385
1808,11676,1943,24699
1737,12899,1753,24217
1865,12750,1845,23137
1827,12518,1634,24818
1846,12741,1732,24706
1839,37353,2530,7833
2078,12948,3089,7306
1984,12459,1624,26310
1928,13491,1788,22105
1997,13231,1817,22935
1928,12687,2685,25204
1799,34240,2487,29605
2283,11622,1944,22529
1497,11661,2439,24638
1774,12075,1926,24583
1728,12454,1758,7449
1784,15417,1774,7986
1861,12950,2720,25862
2475,13428,1921,27044
1795,12755,2230,7362
1971,14550,2073,21674
1875,11889,1772,25762
1628,14165,2367,17513
2037,38074,1988,27790
1787,14046,2453,21937
2366,12196,2056,8138
1630,13034,1773,28134
2625,36496,1669,24578
2160,11938,1904,8097
1949,39273,2136,21426
1676,33589,1803,22802
1703,14052,2132,10486
1661,12195,1828,7705
1874,12674,2413,25678
1495,40811,1842,7951
1948,12664,2086,26201
1836,13251,2379,7611
1905,12818,1681,21497
2062,37101,2524,19916
2796,29893,1979,16674
1796,12420,1714,7529
1672,13580,2144,7123
1787,11632,1820,23644
2443,14830,2300,7370
2925,12562,1862,31722
2067,13596,1811,25114
1725,11727,2382,30130
1757,12244,1896,7340
1701,13457,1852,25103
1863,12910,1869,24240
1980,13322,2660,22060
1784,15228,1954,25531
1634,13350,1645,24925
1757,12865,2086,6583
1776,13481,1934,7741
1954,13790,1922,25691
1843,14061,2602,24701
1829,12978,2302,7534
2110,11033,2096,17631
2026,39191,1849,23429
1772,12605,2506,23129
1728,13873,1719,15987
1702,13798,1864,24562
1693,13938,1883,7229
1960,12037,1853,31351
2008,11754,1714,27072
2171,12726,2590,23029
1896,31047,1597,7211
1718,13574,2014,23922
1838,13058,1822,8460
2022,12381,1885,21627
1848,12395,1739,25688
1872,13508,1838,21851
1926,34163,2035,7566
1995,40404,1672,7424
1580,12072,1781,24779
1860,11783,1668,24197
1822,13085,2260,7672
2395,13077,1722,25132
1900,13025,1915,28721
1991,30652,1894,18305
1889,12882,2303,7340
1842,13007,1896,7679
2346,14790,1878,7944
1799,39540,2511,7351
2887,40185,2436,23835
1886,13079,2390,7694
2495,12636,1983,23634
1805,14699,1815,28536
1764,32807,2401,6326
1592,10191,1758,6773
1612,11569,2162,23022
1969,39385,1647,27303
1914,12819,2010,23349
2210,13290,1749,34530
1692,12231,1797,23977
2107,36167,1908,28001
1894,13126,1948,9864
2192,13122,2281,28580
1968,14122,1648,7575
2231,34565,1878,24622
2407,12023,1978,19017
1884,12557,2171,23084
2041,39821,2786,26200
1821,25230,1841,19664
1955,13506,1590,7664
1969,12895,2137,25561
1812,11923,2316,22716
1633,13371,1673,21997
2287,35647,1782,26504
1765,11737,2227,7484
1632,12112,1915,6562
1770,12009,1852,27065
1801,12280,2036,22815
1619,13091,2095,7670
1810,14008,2108,32307
2086,15748,1754,8019
1612,12798,2611,31336
1916,11955,1716,27680
2176,37928,2045,25845
1883,11861,1906,21705
2074,12285,1862,30818
1645,12251,2056,7896
1857,32405,2157,20433
1863,12447,2176,7540
1772,12100,1850,7800
2241,12239,2602,24888
1388,13675,1950,23709
1667,12644,1969,35938
1876,36912,1898,21386
1853,12826,2720,25002
1844,13033,1862,7208
1718,11836,1910,7581
2103,11790,2036,24975
1809,13193,1815,7921
1765,12572,1697,6722
1830,39905,2272,22387
1697,37676,2004,22505
1771,13049,1704,20904
1961,13460,2393,23139
1676,37243,1985,19966
1788,12870,1784,26344
2061,10887,1949,18403
1737,30957,2154,19339
1918,13683,2325,27381
1821,15475,2369,24223
1937,13002,2112,7780
1759,12396,1778,24504
2104,11855,1671,24857
1799,12039,1764,26161
1869,12055,2076,27354
2007,11791,1752,21027
1669,11869,1918,31832
1753,13292,1805,20988
1622,11610,1667,28833
1790,12023,2425,24369
1840,13560,1755,8680
1835,12329,1946,30262
1938,11748,2075,7757
1699,12929,1885,7862
1803,42255,1793,8508
1973,13067,1743,25531
1908,13728,1572,24333
2061,28608,1953,7757
1880,12303,1892,25649
1642,12421,1692,26058
1844,11540,2116,24731
1598,11986,2456,18497
2028,13670,1872,7064
1950,13666,2450,7616
2324,16159,1740,28816
2032,13074,1958,7550
1625,13069,1791,8005
2005,13500,2666,7806
2395,12238,2238,23261
1953,12927,1961,8228
1654,12588,1833,7818
1720,12404,1613,28923
1887,11316,2435,26415
1903,12975,1855,7344
1574,11982,1934,23036
2342,11323,1814,27080
2098,32825,1814,8145
2142,12008,1699,29623
1719,13304,2655,20771
1590,15325,2036,10913
1854,12727,2336,21711
1958,13023,1834,20969
2213,13308,1931,24011
2155,12309,2400,7857
1852,11969,1712,7916
2237,13149,2534,26319
1860,12373,2240,7809
1762,26729,2023,20470
2263,12442,1698,31452
2322,20256,2266,22312
1924,11900,1842,25914
1720,37604,1752,7672
2059,12619,1791,7916
1864,13323,1688,7552
1849,26706,2578,6987
